,0
13044,230421415
13045,230426502
13046,230433037
13047,230435981
13048,230436856
13049,230443138
13050,230454888
13051,230461099
13052,230467843
13053,230490025
13054,230492432
13055,230499445
13056,230500789
13057,230506751
13058,230548040
13059,230554441
13060,230555902
13061,230557264
13062,230557629
13063,230562679
13064,230563408
13065,230567775
13066,230568051
13067,230569103
13068,230569519
13069,230574433
13070,230577817
13071,230585154
13072,230587549
13073,230589693
13074,230590815
13075,230594431
13076,230602837
13077,230604193
13078,230610179
13079,230612344
13080,230629717
13081,230632826
13082,230638062
13083,230640004
13084,230643118
13085,230650772
13086,230677573
13087,230689343
13088,230702017
13089,230708051
13090,230711884
13091,230714688
13092,230715380
13093,230715999
13094,230717419
13095,230748741
13096,230751612
13097,230751997
13098,230754084
13099,230756145
13100,230758793
13101,230762997
13102,230766599
13103,230802512
13104,230822443
13105,230828186
13106,230832552
13107,230834109
13108,230844866
13109,230863685
13110,230865045
13111,230868690
13112,230870487
13113,230890266
13114,230928602
13115,230928831
13116,230930088
13117,230935855
13118,230937066
13119,230945625
13120,230955070
13121,230965050
13122,230972131
13123,230978673
13124,230990681
13125,230996545
13126,231018016
13127,231035676
13128,231052013
13129,231059462
13130,231070449
13131,231075221
13132,231079378
13133,231092885
13134,231095678
13135,231097225
13136,231099080
13137,231101860
13138,231109976
13139,231110257
13140,231184634
13141,231187837
13142,231188331
13143,231207143
13144,231210259
13145,231217802
13146,231220381
13147,231222273
13148,231223304
13149,231233048
13150,231235141
13151,231244762
13152,231245051
13153,231277386
13154,231278410
13155,231283044
13156,231285159
13157,231289783
13158,231292714
13159,231297568
13160,231299430
13161,231313022
13162,231314989
13163,231315480
13164,231329328
13165,231333713
13166,231334987
13167,231341721
13168,231343401
13169,231353437
13170,231355394
13171,231357470
13172,231369457
13173,231377680
13174,231404456
13175,231420767
13176,231427191
13177,231430738
13178,231432505
13179,231438243
13180,231438787
13181,231451059
13182,231454115
13183,231454122
13184,231464296
13185,231464791
13186,231469211
13187,231478580
13188,231479077
13189,231485950
13190,231494548
13191,231503873
13192,231509523
13193,231546302
13194,231547497
13195,231562199
13196,231569391
13197,231587191
13198,231589710
13199,231592146
13200,231604521
13201,231605876
13202,231612317
13203,231616054
13204,231616315
13205,231641009
13206,231673729
13207,231676737
13208,231692422
13209,231698157
13210,231715945
13211,231716772
13212,231724916
13213,231730837
13214,231739576
13215,231740771
13216,231744942
13217,231749386
13218,231766836
13219,231769031
13220,231778183
13221,231780020
13222,231783838
13223,231786340
13224,231815279
13225,231819294
13226,231824132
13227,231844852
13228,231862004
13229,231883460
13230,231895931
13231,231902182
13232,231902235
13233,231910268
13234,231912894
13235,231913808
13236,231955497
13237,231958154
13238,231961043
13239,231962656
13240,231963286
13241,232002811
13242,232013976
13243,232040959
13244,232051720
13245,232056747
13246,232065955
13247,232066824
13248,232068772
13249,232069646
13250,232075631
13251,232098170
13252,232106374
13253,232134783
13254,232142730
13255,232144026
13256,232152188
13257,232158349
13258,232158363
13259,232177561
13260,232187220
13261,232190692
13262,232197091
13263,232198018
13264,232201649
13265,232205760
13266,232208312
13267,232215551
13268,232225780
13269,232239995
13270,232283544
13271,232293768
13272,232294537
13273,232296883
13274,232322414
13275,232325379
13276,232329849
13277,232331855
13278,232341532
13279,232346886
13280,232350380
13281,232353765
13282,232361391
13283,232368136
13284,232386829
13285,232407998
13286,232419051
13287,232419091
13288,232419377
13289,232441160
13290,232447923
13291,232454475
13292,232465069
13293,232501905
13294,232515228
13295,232524593
13296,232533076
13297,232534031
13298,232537851
13299,232540431
13300,232552046
13301,232559091
13302,232560378
13303,232564537
13304,232565150
13305,232576940
13306,232593763
13307,232613475
13308,232630014
13309,232637614
13310,232661125
13311,232677809
13312,232690364
13313,232711365
13314,232712457
13315,232713519
13316,232718646
13317,232747027
13318,232759183
13319,232762489
13320,232765131
13321,232778924
13322,232784875
13323,232809404
13324,232813757
13325,232814101
13326,232814390
13327,232818798
13328,232824848
13329,232825398
13330,232825861
13331,232838881
13332,232886017
13333,232892174
13334,232892339
13335,232900566
13336,232906518
13337,232914676
13338,232914931
13339,232915291
13340,232921312
13341,232927892
13342,232928795
13343,232930579
13344,232933037
13345,232936220
13346,232944077
13347,232953989
13348,232955683
13349,232957999
13350,233005651
13351,233006783
13352,233009708
13353,233013799
13354,233019812
13355,233019838
13356,233020444
13357,233041731
13358,233042820
13359,233071313
13360,233073612
13361,233087772
13362,233126392
13363,233126973
13364,233149076
13365,233149958
13366,233152891
13367,233153702
13368,233156490
13369,233159539
13370,233168721
13371,233173492
13372,233176563
13373,233177821
13374,233220733
13375,233269317
13376,233278534
13377,233287608
13378,233290873
13379,233298696
13380,233307097
13381,233314694
13382,233320835
13383,233337319
13384,233378650
13385,233396609
13386,233397643
13387,233405055
13388,233411378
13389,233421881
13390,233425157
13391,233426731
13392,233471612
13393,233472858
13394,233486209
13395,233487167
13396,233491696
13397,233497505
13398,233521285
13399,233523665
13400,233528659
13401,233532249
13402,233533650
13403,233533873
13404,233536502
13405,233542222
13406,233542429
13407,233565244
13408,233593229
13409,233602249
13410,233606234
13411,233619248
13412,233627252
13413,233629053
13414,233630800
13415,233648506
13416,233650525
13417,233655535
13418,233664442
13419,233665891
13420,233672147
13421,233678679
13422,233687031
13423,233690515
13424,233693390
13425,233696243
13426,233722581
13427,233731591
13428,233742737
13429,233743619
13430,233747780
13431,233763192
13432,233774182
13433,233779445
13434,233787581
13435,233793607
13436,233795861
13437,233797724
13438,233802944
13439,233806690
13440,233807827
13441,233811920
13442,233841500
13443,233842711
13444,233850962
13445,233858491
13446,233860482
13447,233867127
13448,233870488
13449,233883588
13450,233890892
13451,233934210
13452,233947658
13453,233969633
13454,233985351
13455,233985928
13456,233988074
13457,233994405
13458,234012097
13459,234017804
13460,234037884
13461,234040864
13462,234050952
13463,234058581
13464,234064836
13465,234071571
13466,234075380
13467,234105156
13468,234112356
13469,234113740
13470,234122665
13471,234131687
13472,234139868
13473,234140902
13474,234142815
13475,234144299
13476,234148308
13477,234158131
13478,234159303
13479,234161654
13480,234162044
13481,234162218
13482,234183780
13483,234187618
13484,234188948
13485,234189504
13486,234193101
13487,234232318
13488,234242828
13489,234246836
13490,234267352
13491,234288523
13492,234290370
13493,234293592
13494,234302418
13495,234307231
13496,234307499
13497,234324276
13498,234339909
13499,234361614
13500,234365506
13501,234371052
13502,234385886
13503,234402558
13504,234409829
13505,234421110
13506,234421932
13507,234424619
13508,234425809
13509,234428991
13510,234452295
13511,234470861
13512,234481997
13513,234492620
13514,234498567
13515,234501761
13516,234506458
13517,234507394
13518,234516294
13519,234522948
13520,234523023
13521,234530676
13522,234543761
13523,234565213
13524,234572598
13525,234575932
13526,234582837
13527,234595017
13528,234600106
13529,234618596
13530,234629056
13531,234632741
13532,234643325
13533,234646895
13534,234646927
13535,234648999
13536,234649014
13537,234651173
13538,234658901
13539,234660013
13540,234662922
13541,234708620
13542,234729266
13543,234734027
13544,234736716
13545,234739405
13546,234740991
13547,234744323
13548,234749432
13549,234752303
13550,234756284
13551,234759309
13552,234767646
13553,234768460
13554,234783354
13555,234796353
13556,234808408
13557,234825105
13558,234828239
13559,234840394
13560,234851998
13561,234854607
13562,234872776
13563,234879957
13564,234892387
13565,234896378
13566,234896392
13567,234897944
13568,234910364
13569,234926804
13570,234956475
13571,234962441
13572,234963929
13573,234996578
13574,234999960
13575,235010681
13576,235017226
13577,235020883
13578,235030133
13579,235038209
13580,235043255
13581,235046096
13582,235079139
13583,235083951
13584,235107882
13585,235123481
13586,235132693
13587,235134025
13588,235138206
13589,235139790
13590,235196508
13591,235230041
13592,235251648
13593,235254907
13594,235259947
13595,235275172
13596,235318524
13597,235336846
13598,235367764
13599,235372568
13600,235372789
13601,235373420
13602,235374432
13603,235376450
13604,235383614
13605,235386274
13606,235392623
13607,235393529
13608,235402725
13609,235439574
13610,235443396
13611,235445948
13612,235445973
13613,235446945
13614,235447295
13615,235453325
13616,235465392
13617,235466904
13618,235467104
13619,235470732
13620,235476282
13621,235482626
13622,235487595
13623,235492588
13624,235493058
13625,235494168
13626,235499470
13627,235505719
13628,235507583
13629,235512018
13630,235521999
13631,235528582
13632,235547578
13633,235557743
13634,235557941
13635,235559880
13636,235564567
13637,235586983
13638,235598630
13639,235600430
13640,235600435
13641,235604118
13642,235606902
13643,235616136
13644,235632837
13645,235637598
13646,235660907
13647,235672743
13648,235675036
13649,235675690
13650,235676292
13651,235677699
13652,235691310
13653,235717351
13654,235726304
13655,235730054
13656,235744986
13657,235751907
13658,235758238
13659,235767107
13660,235772476
13661,235777020
13662,235798156
13663,235822393
13664,235823971
13665,235838857
13666,235838870
13667,235842246
13668,235851304
13669,235863042
13670,235871931
13671,235874351
13672,235885005
13673,235925177
13674,235940091
13675,235949323
13676,235951752
13677,235954912
13678,235958935
13679,235960601
13680,235980802
13681,235991055
13682,235997312
13683,236032171
13684,236033025
13685,236058961
13686,236060507
13687,236085509
13688,236095107
13689,236100157
13690,236104135
13691,236126198
13692,236141261
13693,236145082
13694,236145146
13695,236154545
13696,236159221
13697,236159560
13698,236160353
13699,236173306
13700,236180142
13701,236180737
13702,236185559
13703,236192112
13704,236194813
13705,236197028
13706,236202685
13707,236206843
13708,236219222
13709,236224085
13710,236227339
13711,236230999
13712,236232532
13713,236238420
13714,236241489
13715,236256232
13716,236261017
13717,236267482
13718,236272354
13719,236277469
13720,236288685
13721,236290418
13722,236291616
13723,236293946
13724,236295825
13725,236305050
13726,236306264
13727,236316449
13728,236319976
13729,236328851
13730,236329879
13731,236335334
13732,236349813
13733,236357656
13734,236363439
13735,236380734
13736,236393560
13737,236398690
13738,236401195
13739,236411406
13740,236411867
13741,236420165
13742,236422229
13743,236442228
13744,236442839
13745,236462091
13746,236466284
13747,236488009
13748,236501685
13749,236503441
13750,236531559
13751,236535084
13752,236539039
13753,236552191
13754,236569383
13755,236573434
13756,236574736
13757,236576823
13758,236578477
13759,236583124
13760,236585325
13761,236586063
13762,236591146
13763,236595629
13764,236613756
13765,236635279
13766,236637134
13767,236648473
13768,236651519
13769,236654511
13770,236662353
13771,236664271
13772,236677336
13773,236679756
13774,236705898
13775,236707155
13776,236709055
13777,236709752
13778,236716108
13779,236723878
13780,236744423
13781,236748338
13782,236750378
13783,236751645
13784,236752493
13785,236753433
13786,236755657
13787,236755881
13788,236757599
13789,236766258
13790,236768189
13791,236778430
13792,236783289
13793,236783641
13794,236791499
13795,236794128
13796,236796708
13797,236814079
13798,236825366
13799,236825752
13800,236834963
13801,236843339
13802,236844128
13803,236844903
13804,236859152
13805,236861864
13806,236861866
13807,236865629
13808,236867395
13809,236869113
13810,236871714
13811,236872312
13812,236878842
13813,236881902
13814,236882097
13815,236882262
13816,236892715
13817,236900821
13818,236912959
13819,236913394
13820,236917635
13821,236919248
13822,236919404
13823,236921026
13824,236928363
13825,236929296
13826,236929358
13827,236931130
13828,236939180
13829,236940662
13830,236941655
13831,236953436
13832,236954273
13833,236966691
13834,236974170
13835,236974607
13836,236982764
13837,236989927
13838,237015420
13839,237020020
13840,237031295
13841,237036573
13842,237038954
13843,237039481
13844,237043969
13845,237057497
13846,237069660
13847,237071417
13848,237073360
13849,237073860
13850,237080719
13851,237082744
13852,237102006
13853,237112415
13854,237127850
13855,237142026
13856,237144815
13857,237159290
13858,237168642
13859,237178146
13860,237181425
13861,237186275
13862,237187704
13863,237189585
13864,237193071
13865,237208180
13866,237238117
13867,237244727
13868,237247678
13869,237250698
13870,237285839
13871,237292334
13872,237302871
13873,237310898
13874,237311974
13875,237320142
13876,237324628
13877,237325199
13878,237330899
13879,237346509
13880,237351832
13881,237361109
13882,237365677
13883,237368353
13884,237371352
13885,237373371
13886,237379400
13887,237379824
13888,237389245
13889,237391673
13890,237420148
13891,237427820
13892,237444019
13893,237454052
13894,237469285
13895,237476911
13896,237491542
13897,237492756
13898,237496560
13899,237497874
13900,237506884
13901,237522390
13902,237531504
13903,237531812
13904,237546083
13905,237556065
13906,237579472
13907,237595544
13908,237599489
13909,237600644
13910,237600774
13911,237602591
13912,237610530
13913,237618939
13914,237620489
13915,237623433
13916,237624151
13917,237628589
13918,237635073
13919,237635435
13920,237645580
13921,237668867
13922,237673262
13923,237673518
13924,237685888
13925,237693874
13926,237706671
13927,237715829
13928,237718809
13929,237738055
13930,237748262
13931,237752024
13932,237761694
13933,237767266
13934,237773417
13935,237785460
13936,237818070
13937,237825631
13938,237831010
13939,237836105
13940,237841885
13941,237850394
13942,237851748
13943,237866919
13944,237878621
13945,237894889
13946,237902428
13947,237904373
13948,237907855
13949,237913302
13950,237916784
13951,237918792
13952,237923330
13953,237926783
13954,237930830
13955,237932195
13956,237934207
13957,237934877
13958,237950488
13959,237976113
13960,237976866
13961,237976965
13962,237989375
13963,238001967
13964,238003517
13965,238007762
13966,238011931
13967,238017457
13968,238030922
13969,238054196
13970,238061011
13971,238072137
13972,238075394
13973,238079528
13974,238083195
13975,238094570
13976,238095092
13977,238095940
13978,238096468
13979,238103674
13980,238114762
13981,238123697
13982,238135270
13983,238155384
13984,238173250
13985,238175522
13986,238177186
13987,238178375
13988,238183168
13989,238193495
13990,238241925
13991,238243304
13992,238243538
13993,238245232
13994,238247569
13995,238248749
13996,238250875
13997,238258874
13998,238266199
13999,238303542
14000,238308237
14001,238308675
14002,238312306
14003,238316476
14004,238317916
14005,238342835
14006,238355898
14007,238372937
14008,238385061
14009,238385592
14010,238395108
14011,238414166
14012,238427980
14013,238440476
14014,238477755
14015,238478719
14016,238479135
14017,238509266
14018,238523771
14019,238530784
14020,238537482
14021,238547623
14022,238549317
14023,238550331
14024,238551417
14025,238553370
14026,238553686
14027,238554049
14028,238555046
14029,238573924
14030,238586025
14031,238608633
14032,238674611
14033,238675395
14034,238684886
14035,238689892
14036,238715813
14037,238742069
14038,238748353
14039,238751087
14040,238752379
14041,238785058
14042,238785816
14043,238787038
14044,238798114
14045,238812799
14046,238813341
14047,238830959
14048,238833991
14049,238843042
14050,238844015
14051,238846653
14052,238853161
14053,238857154
14054,238867909
14055,238883090
14056,238886033
14057,238920233
14058,238951808
14059,238960576
14060,238969718
14061,238975935
14062,238982936
14063,238985282
14064,239058441
14065,239062272
14066,239063090
14067,239068108
14068,239081832
14069,239089175
14070,239091248
14071,239101534
14072,239103768
14073,239108582
14074,239117542
14075,239125937
14076,239138494
14077,239139139
14078,239146713
14079,239148444
14080,239179217
14081,239187614
14082,239207739
14083,239210105
14084,239217013
14085,239238242
14086,239248195
14087,239249138
14088,239255612
14089,239262519
14090,239270753
14091,239271193
14092,239276199
14093,239335714
14094,239336868
14095,239342017
14096,239342207
14097,239342860
14098,239346881
14099,239368571
14100,239385433
14101,239406648
14102,239408915
14103,239414882
14104,239416891
14105,239418674
14106,239420992
14107,239427921
14108,239441015
14109,239470317
14110,239471471
14111,239472263
14112,239504422
14113,239512994
14114,239513859
14115,239519802
14116,239530955
14117,239534450
14118,239538393
14119,239548196
14120,239553996
14121,239559951
14122,239566644
14123,239572416
14124,239575288
14125,239579129
14126,239579412
14127,239589783
14128,239595568
14129,239615933
14130,239619878
14131,239634232
14132,239651533
14133,239652823
14134,239655690
14135,239664429
14136,239665270
14137,239672617
14138,239675309
14139,239679750
14140,239681183
14141,239687611
14142,239690781
14143,239693856
14144,239701567
14145,239704492
14146,239708437
14147,239710323
14148,239711679
14149,239719395
14150,239732944
14151,239745700
14152,239783054
14153,239789518
14154,239794961
14155,239811317
14156,239815316
14157,239816223
14158,239818287
14159,239831274
14160,239833755
14161,239868957
14162,239907923
14163,239912595
14164,239913241
14165,239916416
14166,239918150
14167,239921177
14168,239923615
14169,239924282
14170,239942680
14171,239953570
14172,239953738
14173,239959905
14174,239961428
14175,239964794
14176,239993127
14177,240016649
14178,240019755
14179,240035251
14180,240037074
14181,240040230
14182,240047441
14183,240049986
14184,240072801
14185,240076969
14186,240081024
14187,240081681
14188,240093508
14189,240094155
14190,240095018
14191,240097527
14192,240106813
14193,240110678
14194,240114572
14195,240119526
14196,240159919
14197,240180479
14198,240180855
14199,240181651
14200,240182944
14201,240184796
14202,240211461
14203,240219535
14204,240238071
14205,240240692
14206,240254003
14207,240286199
14208,240303784
14209,240307898
14210,240309771
14211,240310808
14212,240314291
14213,240314435
14214,240315219
14215,240315758
14216,240329536
14217,240336491
14218,240338340
14219,240339724
14220,240345139
14221,240345416
14222,240353515
14223,240356118
14224,240357534
14225,240362260
14226,240362404
14227,240363689
14228,240363785
14229,240374236
14230,240388029
14231,240393556
14232,240401913
14233,240438783
14234,240447380
14235,240450670
14236,240455699
14237,240461588
14238,240462923
14239,240471464
14240,240479009
14241,240479371
14242,240482634
14243,240484313
14244,240493841
14245,240504651
14246,240505058
14247,240512476
14248,240513230
14249,240513666
14250,240514110
14251,240522664
14252,240524513
14253,240526144
14254,240534495
14255,240544197
14256,240556552
14257,240557802
14258,240565102
14259,240580609
14260,240609048
14261,240613340
14262,240631087
14263,240636225
14264,240645052
14265,240651250
14266,240662416
14267,240669731
14268,240672605
14269,240679431
14270,240688660
14271,240705087
14272,240705099
14273,240707529
14274,240734717
14275,240734921
14276,240761832
14277,240762441
14278,240787014
14279,240808995
14280,240866458
14281,240871925
14282,240873722
14283,240874990
14284,240884731
14285,240892696
14286,240895351
14287,240899096
14288,240921052
14289,240922220
14290,240929807
14291,240933333
14292,240943772
14293,240944934
14294,240958075
14295,240959784
14296,240972402
14297,240977786
14298,240979343
14299,240993191
14300,241016089
14301,241019296
14302,241022790
14303,241025111
14304,241044253
14305,241046264
14306,241050045
14307,241053145
14308,241067094
14309,241075162
14310,241077613
14311,241084708
14312,241086593
14313,241093919
14314,241097134
14315,241097552
14316,241109570
14317,241126407
14318,241152981
14319,241154411
14320,241161613
14321,241164246
14322,241168046
14323,241179192
14324,241182885
14325,241188347
14326,241192115
14327,241194127
14328,241194435
14329,241200404
14330,241202348
14331,241204751
14332,241218819
14333,241222395
14334,241236730
14335,241240486
14336,241240769
14337,241244079
14338,241247083
14339,241251971
14340,241255227
14341,241256338
14342,241260509
14343,241266055
14344,241267492
14345,241296338
14346,241322516
14347,241324371
14348,241326627
14349,241331230
14350,241337155
14351,241338310
14352,241339945
14353,241340568
14354,241371936
14355,241378721
14356,241384054
14357,241384285
14358,241407376
14359,241408611
14360,241409716
14361,241412068
14362,241421525
14363,241423505
14364,241452647
14365,241455161
14366,241463794
14367,241466025
14368,241475507
14369,241479427
14370,241480992
14371,241494407
14372,241496244
14373,241502122
14374,241512686
14375,241519641
14376,241538483
14377,241551808
14378,241554919
14379,241563191
14380,241565779
14381,241574779
14382,241589469
14383,241595193
14384,241596303
14385,241599785
14386,241602195
14387,241605052
14388,241606458
14389,241612802
14390,241637489
14391,241648816
14392,241651980
14393,241660494
14394,241666329
14395,241668368
14396,241669090
14397,241672605
14398,241679365
14399,241680737
14400,241681320
14401,241681627
14402,241689026
14403,241747417
14404,241756624
14405,241765717
14406,241768984
14407,241775144
14408,241775815
14409,241785745
14410,241791102
14411,241805973
14412,241822225
14413,241826887
14414,241837216
14415,241872877
14416,241880283
14417,241912400
14418,241919430
14419,241928000
14420,241929243
14421,241934396
14422,241934912
14423,241943299
14424,241947487
14425,241948413
14426,241955720
14427,241970776
14428,241977251
14429,242003251
14430,242007948
14431,242016307
14432,242028622
14433,242039617
14434,242041745
14435,242042070
14436,242042371
14437,242042760
14438,242045442
14439,242063614
14440,242066295
14441,242067583
14442,242068213
14443,242068308
14444,242072247
14445,242076101
14446,242077804
14447,242078192
14448,242086965
14449,242090652
14450,242098946
14451,242098988
14452,242111869
14453,242138741
14454,242165421
14455,242174393
14456,242177112
14457,242178471
14458,242187162
14459,242190428
14460,242220494
14461,242223881
14462,242235308
14463,242271367
14464,242272257
14465,242289410
14466,242292667
14467,242295077
14468,242308600
14469,242309940
14470,242319292
14471,242324339
14472,242327891
14473,242331495
14474,242337355
14475,242340190
14476,242343457
14477,242351044
14478,242358038
14479,242366621
14480,242369306
14481,242377014
14482,242389534
14483,242392734
14484,242394624
14485,242423256
14486,242427983
14487,242431849
14488,242438899
14489,242451564
14490,242467939
14491,242472184
14492,242479141
14493,242486133
14494,242488535
14495,242506408
14496,242515750
14497,242521347
14498,242545338
14499,242547007
14500,242560990
14501,242568692
14502,242588905
14503,242595182
14504,242602047
14505,242607581
14506,242620304
14507,242631700
14508,242636159
14509,242641736
14510,242647537
14511,242647605
14512,242649276
14513,242711151
14514,242724915
14515,242734591
14516,242741671
14517,242742433
14518,242746272
14519,242755635
14520,242764488
14521,242783670
14522,242785061
14523,242802399
14524,242858667
14525,242867795
14526,242880881
14527,242896100
14528,242916821
14529,242961005
14530,242963633
14531,242965472
14532,242974919
14533,242993284
14534,242995196
14535,242995443
14536,242999064
14537,243003354
14538,243006881
14539,243012576
14540,243016236
14541,243021298
14542,243032782
14543,243034124
14544,243041784
14545,243057363
14546,243085831
14547,243104227
14548,243108112
14549,243114882
14550,243132120
14551,243132513
14552,243136668
14553,243138022
14554,243147782
14555,243151121
14556,243155981
14557,243158290
14558,243159264
14559,243167211
14560,243170450
14561,243181409
14562,243186599
14563,243189392
14564,243224910
14565,243230015
14566,243239987
14567,243242894
14568,243246993
14569,243254281
14570,243257927
14571,243267272
14572,243268188
14573,243275536
14574,243294921
14575,243297861
14576,243303880
14577,243304679
14578,243310600
14579,243329797
14580,243340360
14581,243359667
14582,243360100
14583,243376033
14584,243384058
14585,243387805
14586,243392097
14587,243411906
14588,243415712
14589,243417921
14590,243419179
14591,243425054
14592,243427360
14593,243432026
14594,243436125
14595,243437132
14596,243439149
14597,243440551
14598,243442057
14599,243449992
14600,243460982
14601,243478416
14602,243481642
14603,243526823
14604,243529130
14605,243536040
14606,243554410
14607,243565845
14608,243566829
14609,243585725
14610,243590856
14611,243599369
14612,243602620
14613,243607076
14614,243655308
14615,243676280
14616,243693344
14617,243695140
14618,243697632
14619,243701665
14620,243702028
14621,243707113
14622,243707877
14623,243712720
14624,243717558
14625,243732792
14626,243740712
14627,243753188
14628,243777007
14629,243789244
14630,243796965
14631,243834182
14632,243843382
14633,243843450
14634,243845400
14635,243852620
14636,243867540
14637,243870037
14638,243870382
14639,243876919
14640,243900341
14641,243910043
14642,243911110
14643,243914032
14644,243914918
14645,243918086
14646,243930110
14647,243934932
14648,243939562
14649,243943243
14650,243960935
14651,243966542
14652,243968054
14653,243968442
14654,243968514
14655,243977569
14656,243982136
14657,243988199
14658,243996393
14659,243999213
14660,244003167
14661,244031357
14662,244041853
14663,244042861
14664,244045512
14665,244047591
14666,244054454
14667,244065238
14668,244067753
14669,244093711
14670,244095300
14671,244098956
14672,244101545
14673,244104331
14674,244104814
14675,244106790
14676,244115005
14677,244127653
14678,244161228
14679,244181731
14680,244188737
14681,244189315
14682,244197075
14683,244198574
14684,244210537
14685,244211759
14686,244212425
14687,244214006
14688,244221863
14689,244227685
14690,244246339
14691,244246946
14692,244248202
14693,244265046
14694,244301703
14695,244302691
14696,244303306
14697,244308509
14698,244312694
14699,244323407
14700,244339751
14701,244349562
14702,244350491
14703,244354684
14704,244354980
14705,244370023
14706,244373660
14707,244374595
14708,244377477
14709,244378634
14710,244380620
14711,244387878
14712,244405336
14713,244406650
14714,244440396
14715,244445323
14716,244450266
14717,244466577
14718,244471186
14719,244474251
14720,244491170
14721,244494211
14722,244498919
14723,244503922
14724,244506483
14725,244510103
14726,244510642
14727,244527148
14728,244569773
14729,244584732
14730,244589254
14731,244589564
14732,244600923
14733,244610051
14734,244621927
14735,244622517
14736,244626596
14737,244627913
14738,244628784
14739,244629185
14740,244629281
14741,244655595
14742,244663191
14743,244677959
14744,244690893
14745,244697134
14746,244715614
14747,244725557
14748,244736066
14749,244744744
14750,244757361
14751,244762801
14752,244769680
14753,244795877
14754,244801142
14755,244817712
14756,244821628
14757,244848593
14758,244861749
14759,244869160
14760,244869845
14761,244870681
14762,244875946
14763,244877989
14764,244882928
14765,244896643
14766,244901614
14767,244903868
14768,244913607
14769,244918129
14770,244926056
14771,244948961
14772,244951727
14773,244978196
14774,244994742
14775,245006317
14776,245014740
14777,245023604
14778,245026042
14779,245028077
14780,245030711
14781,245044014
14782,245046192
14783,245046481
14784,245046628
14785,245051797
14786,245057331
14787,245061393
14788,245068818
14789,245084087
14790,245087357
14791,245091051
14792,245096665
14793,245110019
14794,245110746
14795,245122354
14796,245124358
14797,245135423
14798,245160556
14799,245167442
14800,245175330
14801,245176605
14802,245177289
14803,245213551
14804,245215547
14805,245224989
14806,245229948
14807,245236657
14808,245236861
14809,245288635
14810,245290815
14811,245292064
14812,245297177
14813,245298500
14814,245309162
14815,245318178
14816,245370420
14817,245383805
14818,245388534
14819,245388849
14820,245414621
14821,245419595
14822,245471265
14823,245477111
14824,245498248
14825,245500535
14826,245505189
14827,245509702
14828,245509744
14829,245513473
14830,245517967
14831,245524320
14832,245526892
14833,245533836
14834,245534361
14835,245566286
14836,245595230
14837,245605179
14838,245608475
14839,245613316
14840,245613857
14841,245625555
14842,245625864
14843,245638888
14844,245654752
14845,245670188
14846,245670557
14847,245671819
14848,245674652
14849,245675222
14850,245712099
14851,245728875
14852,245751962
14853,245762161
14854,245776769
14855,245791418
14856,245823275
14857,245830247
14858,245834155
14859,245836198
14860,245847579
14861,245848025
14862,245851540
14863,245853762
14864,245856207
14865,245861903
14866,245868174
14867,245871849
14868,245874214
14869,245878892
14870,245881742
14871,245889861
14872,245892969
14873,245895775
14874,245899068
14875,245899749
14876,245904334
14877,245904652
14878,245912906
14879,245915489
14880,245929253
14881,245936573
14882,245937031
14883,245941961
14884,245945619
14885,245949217
14886,245965151
14887,245968189
14888,245975862
14889,245975979
14890,245977819
14891,245991799
14892,245996773
14893,245997551
14894,246005846
14895,246009930
14896,246012982
14897,246015532
14898,246025387
14899,246030044
14900,246030655
14901,246033662
14902,246036620
14903,246041980
14904,246043569
14905,246046340
14906,246049156
14907,246068340
14908,246069907
14909,246077703
14910,246090412
14911,246090715
14912,246113157
14913,246128900
14914,246130872
14915,246135395
14916,246136845
14917,246141148
14918,246145185
14919,246155553
14920,246157960
14921,246172000
14922,246208369
14923,246209592
14924,246230770
14925,246235503
14926,246237503
14927,246239043
14928,246260773
14929,246261045
14930,246290624
14931,246292587
14932,246340915
14933,246344214
14934,246378416
14935,246381292
14936,246385365
14937,246392839
14938,246422438
14939,246446342
14940,246446662
14941,246468669
14942,246476955
14943,246498266
14944,246506900
14945,246507394
14946,246512752
14947,246520387
14948,246537443
14949,246541912
14950,246597906
14951,246601301
14952,246602191
14953,246607918
14954,246619053
14955,246642769
14956,246648525
14957,246653153
14958,246656432
14959,246683664
14960,246716706
14961,246738678
14962,246741876
14963,246746898
14964,246753397
14965,246766110
14966,246773958
14967,246783087
14968,246793173
14969,246796202
14970,246831944
14971,246845038
14972,246863759
14973,246870031
14974,246876499
14975,246892039
14976,246906728
14977,246913712
14978,246913742
14979,246917248
14980,246931106
14981,246932770
14982,246936322
14983,246954878
14984,246957238
14985,246986773
14986,247002791
14987,247006044
14988,247006600
14989,247017283
14990,247018971
14991,247036217
14992,247039126
14993,247055874
14994,247059831
14995,247103740
14996,247104420
14997,247122192
14998,247139797
14999,247147084
15000,247157750
15001,247165562
15002,247186845
15003,247203659
15004,247227463
15005,247228290
15006,247229202
15007,247235626
15008,247238221
15009,247240897
15010,247247778
15011,247256805
15012,247259853
15013,247263220
15014,247271612
15015,247278851
15016,247282337
15017,247282555
15018,247282636
15019,247286765
15020,247288214
15021,247293943
15022,247297412
15023,247303339
15024,247306977
15025,247311335
15026,247311646
15027,247312545
15028,247318557
15029,247352017
15030,247358853
15031,247366337
15032,247373213
15033,247387838
15034,247389219
15035,247392170
15036,247398112
15037,247401842
15038,247414477
15039,247420431
15040,247429249
15041,247430278
15042,247442383
